"bgisheep_agbovine_csv"	"bovinevelevetse_agbovine_csv"	"btau42_agbovine_csv"	"btau461_agbovine_csv"	"cs34_agbovine_csv"	"cs39_agbovine_csv"	"dfcibt_agbovine_csv"	"dfcioa_agbovine_csv"	"umd2_agbovine_csv"	"umd3_agbovine_csv"	"contig"	"gene_name"
"000802BAPA002230HT"	9.97206669532	18.4000872438	9.28938877863	9.24820248684	12.289723352	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA002259HT"	12.8517724616	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA002042HT"	12.8517724616	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA001311HT"	10.6627386372	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA002312HT"	9.97206669532	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000306BAPA999087HT"	9.97206669532	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000801BAPA001144HT"	10.6627386372	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA001763HT"	10.6627386372	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA002281HT"	12.8517724616	18.4000872438	9.28938877863	9.24820248684	12.289723352	8.65407533266	16.5761816869	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000802BAPA002054HT"	9.97206669532	18.4000872438	9.28938877863	9.24820248684	9.59213199614	8.65407533266	9.30939514616	8.74056167031	9.31714303232	9.31604171833	"200905CS340140060000C"	"PRL"
"000702BEMA003660HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.9323254971	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"001009BMPA012394HT"	11.7951889332	13.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"001011BMPA016143HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"000315BAGA001723HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.9323254971	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"000316BHTA002161HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.9323254971	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"001011BMPA014093HT"	13.9106661507	11.6996475257	13.0587758505	12.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"001030BMUA002635HT"	13.9106661507	11.6996475257	13.0587758505	12.9016447254	11.5090363804	14.1618699729	12.9323254971	11.2981180137	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"001010BMPA019225HT"	13.9106661507	11.6996475257	13.0587758505	12.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"000803BMLB003522HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	15.9901630701	13.5769074721	17.5761816869	13.7928827054	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"000126BLIB005621HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"000227BAGA999058HT"	11.7951889332	11.6996475257	13.0587758505	12.9016447254	11.5090363804	11.2311326353	12.9323254971	11.2981180137	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"001011BMPA014006HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	13.5769074721	12.254253592	13.7928827054	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"001008BMPA010317HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"991130BCEA001506HT"	13.9106661507	11.6996475257	15.5182074691	13.9016447254	11.5090363804	11.2311326353	12.9323254971	11.2981180137	13.9705852709	14.095014839	"200905CS3400298800001"	"SEP15"
"001019BUTA001313HT"	11.7951889332	14.5927323217	11.9332449684	11.9016447254	11.5090363804	14.1618699729	14.5761816869	14.2523143241	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"001013BMPA012358HT"	11.7951889332	11.6996475257	11.9332449684	11.9016447254	11.5090363804	11.2311326353	12.254253592	11.2981180137	11.9705852709	11.9694839569	"200905CS3400298800001"	"SEP15"
"001028BUTA007184HT"	14.3257036499	15.8151247431	13.0587758505	12.9016447254	11.5090363804	14.1618699729	12.9323254971	14.2523143241	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"000328BMPA005832HT"	14.3257036499	15.0781591489	15.9332449684	12.9016447254	15.5751255708	15.1618699729	14.5761816869	15.2523143241	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"001010BMPA019288HT"	11.7951889332	13.6996475257	12.1606554645	11.731719724	14.7677706488	11.2311326353	12.254253592	11.2981180137	11.7226577575	11.7995589555	"200905CS34002988FFFFC"	"SEP15"
"001011BMPA016261HT"	13.9106661507	14.5927323217	13.0587758505	12.9016447254	11.5090363804	14.1618699729	14.5761816869	14.2523143241	13.0319858156	13.0308845016	"200905CS3400298800001"	"SEP15"
"001002BPMA010341HT"	9.0568367988	9.82265841577	10.3684603496	10.4205180357	10.5198431353	9.84898701757	10.8757419687	11.1230313071	12.5111536523	12.2325183628	"200905CS3401401000007"	"EEF1A1"
"000508BTNA007272HT"	9.0568367988	9.82265841577	8.81084833704	9.2674387057	12.2531974759	9.84898701757	12.7688267648	11.1230313071	11.9705852709	11.7470915356	"200905CS3401401000007"	"EEF1A1"
"000802BCNA004417HT"	11.2477011379	11.8151247431	11.9636186174	11.9320183745	12.4458425539	10.7024383542	12.7688267648	10.7604612278	11.648657176	11.8820211157	"200905CS3401401000007"	"EEF1A1"
"001215BPMS001542HT"	13.5887380558	12.5421062487	8.81084833704	10.7723617085	10.5198431353	11.7356052182	12.1838642641	11.1230313071	10.9556349295	11.0625933613	"200905CS3401401000007"	"EEF1A1"
"000707BINA001102HT"	9.0568367988	9.82265841577	10.3684603496	10.4205180357	10.5198431353	9.02744365264	14.4062566854	11.5518746059	12.5111536523	12.2325183628	"200905CS3401401000007"	"EEF1A1"
"000808BMVB003562HT"	9.0568367988	9.82265841577	8.81084833704	9.2674387057	10.5198431353	9.02744365264	12.0215928352	10.7445196839	9.71634398355	9.74066526644	"200905CS3401401000007"	"EEF1A1"
"991202BOVA002448HT"	9.0568367988	9.92435381284	8.81084833704	9.2674387057	10.7937658573	9.02744365264	10.8757419687	10.1333732514	9.71634398355	9.74066526644	"200905CS3401401000007"	"EEF1A1"
"000514BSIA001403HT"	12.0361970327	10.5545971929	8.81084833704	9.2674387057	12.4876627296	9.84898701757	17.5761816869	12.4974268219	9.71634398355	10.7600305913	"200905CS3401401000007"	"EEF1A1"
"000219BOVB002535HT"	10.925773043	10.9082341475	10.3684603496	10.7723617085	12.9312693811	11.7356052182	13.1167500682	12.0043868106	10.9556349295	11.0625933613	"200905CS3401401000007"	"EEF1A1"
"000126BLIB006706HT"	9.0568367988	9.82265841577	8.81084833704	10.4205180357	10.5198431353	9.02744365264	10.8757419687	11.5518746059	11.1461568355	13.3065189442	"200905CS3401401000007"	"EEF1A1"
"000408BAGA003808HT"	10.925773043	9.92435381284	10.3684603496	10.7723617085	12.2175735662	12.5180137831	12.4887188456	11.1230313071	10.9556349295	11.0625933613	"200905CS3401401000007"	"EEF1A1"
"001009BMPA012910HT"	11.5887380558	10.7418757611	10.5409275456	11.8427510364	11.2713448227	10.7024383542	12.5761816869	11.6673518234	12.2336196768	11.999857606	"200905CS3401401000007"	"EEF1A1"
"000328BMPA005562HT"	11.2477011379	10.7418757611	12.660226474	12.1290552215	12.7171445757	11.8043179682	12.2186296822	10.7604612278	13.1632303489	12.3065189442	"200905CS3401401000007"	"EEF1A1"
"010127BEMN059474HT"	11.2477011379	11.8151247431	11.9636186174	11.9320183745	12.4458425539	11.9524166072	12.7688267648	10.7604612278	11.648657176	11.8820211157	"200905CS3401401000007"	"EEF1A1"
"001121BAMA003556HT"	14.3257036499	10.7418757611	10.5409275456	12.5324109158	11.2713448227	11.7356052182	12.290779468	12.0043868106	12.00095892	12.9105902679	"200905CS3401401000007"	"EEF1A1"
"001001BPMA006917HT"	9.0568367988	9.82265841577	8.81084833704	10.4205180357	12.6209292604	9.84898701757	10.8757419687	10.444959402	11.1461568355	9.74066526644	"200905CS3401401000007"	"EEF1A1"
"000405BPPA002160HT"	9.0568367988	9.82265841577	8.81084833704	9.2674387057	14.1156939522	9.02744365264	10.8757419687	10.1333732514	9.71634398355	9.74066526644	"200905CS3401401000007"	"EEF1A1"
"001001BPMA007798HT"	9.0568367988	9.82265841577	10.3684603496	10.4205180357	10.5198431353	9.84898701757	10.8757419687	11.1230313071	12.5111536523	12.2325183628	"200905CS3401401000007"	"EEF1A1"
"000207BCXB004720HT"	9.0568367988	9.92435381284	8.81084833704	9.2674387057	12.4052005694	9.84898701757	12.6219853765	10.444959402	11.9705852709	11.7470915356	"200905CS3401401000007"	"EEF1A1"
"000309BSPB006240HT"	9.0568367988	9.82265841577	8.81084833704	10.4205180357	10.5198431353	9.02744365264	12.0215928352	10.1333732514	11.1461568355	9.74066526644	"200905CS3401401000007"	"EEF1A1"
"000511BTNA007708HT"	11.2102264325	13.4931966482	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	13.9705852709	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000514BTNA007525HT"	11.2102264325	13.4931966482	11.1606554645	14.9016447254	11.2713448227	10.7524790367	11.2724009387	10.8429233879	15.5555477716	14.7470915356	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000514BTNA006377HT"	14.9106661507	14.8151247431	14.9332449684	14.9016447254	15.9901630701	15.5769074721	14.9912191861	13.9303862292	14.9705852709	15.2325183628	"200905CS3401405100002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA010024HT"	11.2102264325	13.4931966482	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	13.9705852709	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000506BTNA005802HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.5555477716	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA010027HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	15.9901630701	10.7524790367	15.9912191861	10.8429233879	12.5555477716	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000406BTNA004834HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.5555477716	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA010337HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.8551080535	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000921BEMN013873HT"	15.4956286514	18.4000872438	15.5182074691	15.4866072262	14.9901630701	18.1618699729	15.5761816869	15.2523143241	15.5555477716	14.9694839569	"200905CS3401405100004"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000404BTNA003693HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.8551080535	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA008539HT"	11.2102264325	13.4931966482	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	13.9705852709	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA008859HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	14.9705852709	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000514BTNA006359HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.8551080535	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA009134HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.5555477716	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA009182HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	13.9705852709	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000507BTNA006101HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.5555477716	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000506BTNA005528HT"	16.4956286514	18.4000872438	16.5182074691	16.4866072262	17.5751255708	17.1618699729	17.5761816869	13.9303862292	15.9705852709	16.5544464577	"200905CS34014051FFFFC"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000506BTNA005636HT"	14.9106661507	14.8151247431	14.9332449684	14.9016447254	14.9901630701	15.5769074721	14.9912191861	13.9303862292	14.9705852709	15.2325183628	"200905CS3401405100002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA008959HT"	11.2102264325	13.4931966482	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	14.9705852709	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000731BTNA009925HT"	11.2102264325	18.4000872438	11.1606554645	11.2198206855	11.2713448227	10.7524790367	11.2724009387	10.8429233879	12.5555477716	11.3065189442	"200905CS3401417700002"	"LOC527819, mRNA gb|BC134686.1| Bos taurus similar to keratin 4, mRNA cDNA clone MGC:155082 IMAGE:8477277"
"000715BEMA004705HT"	13.1737005565	11.8765252877	12.5640111587	13.3166822247	11.8202380687	12.6383080168	11.7688267648	11.4194243099	13.4680849304	14.2325183628	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000405BPPA002226HT"	13.1737005565	13.9406556252	12.9946455131	12.5324109158	16.5751255708	11.839941878	11.7688267648	11.4194243099	12.5555477716	12.344993092	"200905CS34014177FFFFE"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000706BEMA004485HT"	13.9106661507	14.5927323217	17.5182074691	13.5797166306	17.5751255708	13.1618699729	17.5761816869	14.6673518234	17.5555477716	17.5544464577	"200905CS340140510000B"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"010128BEMN060954HT"	14.0361970327	14.0781591489	12.9946455131	12.5324109158	13.2531974759	15.1618699729	13.1838642641	12.6673518234	12.5555477716	12.344993092	"200905CS340140510000B"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000731BTNA010247HT"	12.541432341	11.8765252877	13.0587758505	13.0271756075	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.2336196768	13.095014839	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000731BTNA008777HT"	13.9106661507	17.4000872438	12.9946455131	13.5797166306	13.2531974759	13.1618699729	13.1838642641	12.6673518234	14.096116153	13.8540067395	"200905CS340140510000B"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000829BEMN008445HT"	12.541432341	11.8765252877	12.5640111587	12.5324109158	11.8202380687	11.839941878	11.7688267648	11.4194243099	12.5555477716	12.344993092	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000706BPPA005737HT"	12.541432341	11.8765252877	13.0587758505	13.0271756075	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.2336196768	13.095014839	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000715BEMA005547HT"	15.1737005565	15.8151247431	14.3482824677	13.5797166306	14.7677706488	15.5769074721	17.5761816869	14.6673518234	15.9705852709	15.9694839569	"200905CS340140510000B"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000706BEMA002808HT"	14.0361970327	14.0781591489	12.9946455131	12.5324109158	13.2531974759	13.1618699729	13.1838642641	12.6673518234	12.5555477716	12.344993092	"200905CS340140510000B"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000513BSIA002477HT"	12.541432341	13.9406556252	12.5640111587	12.5324109158	11.8202380687	11.839941878	11.7688267648	11.4194243099	12.5555477716	12.344993092	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000124BLIB004444HT"	13.1737005565	13.9406556252	12.5640111587	12.5324109158	11.8202380687	12.6383080168	11.7688267648	11.4194243099	12.5555477716	12.344993092	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000715BEMA005140HT"	14.6882737293	11.8765252877	12.5640111587	13.3166822247	11.8202380687	12.6383080168	11.7688267648	11.4194243099	13.4680849304	14.2325183628	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000406BAGA002858HT"	14.6882737293	11.8765252877	12.5640111587	13.3166822247	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.4680849304	14.2325183628	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000405BTNA004039HT"	12.541432341	11.8765252877	12.5640111587	13.3166822247	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.4680849304	14.2325183628	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000217BOVB002373HT"	12.541432341	11.8765252877	13.0587758505	13.0271756075	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.2336196768	13.095014839	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000229BOVB007735HT"	12.541432341	11.8765252877	13.0587758505	13.0271756075	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.2336196768	13.095014839	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000706BEMA002789HT"	13.1737005565	11.8765252877	12.5640111587	12.5324109158	11.8202380687	12.6383080168	11.7688267648	11.4194243099	12.5555477716	12.344993092	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000222BOVB004746HT"	12.541432341	11.8765252877	13.0587758505	13.0271756075	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.2336196768	13.095014839	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"000730BMLB001157HT"	12.541432341	11.8765252877	12.5640111587	13.3166822247	11.8202380687	11.839941878	11.7688267648	11.4194243099	13.4680849304	14.2325183628	"200905CS3401417700003"	"KRT8, mRNA gb|BC103339.1| Bos taurus keratin 8, mRNA cDNA clone MGC:127225 IMAGE:7945645"
"990923BMGA002880HT"	18.4956286514	6.73563995926	9.54092754562	9.52660529409	10.5090363804	8.36097007294	7.95963284308	9.46441176469	9.58976348698	9.59444452558	"200905CS340140160000A"	"CSN1S1"
"990921BMGA002063HT"	18.4956286514	6.73563995926	18.5182074691	18.4866072262	15.2531974759	8.36097007294	9.0526197308	9.46441176469	18.5555477716	18.5544464577	"200905CS340140160000A"	"CSN1S1"
"990927BMGA004610HT"	8.66590591629	14.0781591489	8.66958452869	8.64111717522	8.84720511627	8.36097007294	7.95963284308	12.2079202047	8.70067938839	8.70895640671	"200905CS340140160000A"	"CSN1S1"
"001112BMUA005683HT"	8.66590591629	6.73563995926	8.66958452869	8.64111717522	8.84720511627	6.63537073372	7.95963284308	10.6673518234	8.70067938839	8.70895640671	"200905CS340140160000A"	"CSN1S1"
"990927BMGA002317HT"	18.4956286514	6.73563995926	9.54092754562	9.52660529409	9.46138340479	6.63537073372	7.95963284308	9.46441176469	9.58976348698	9.59444452558	"200905CS340140160000A"	"CSN1S1"
"990924BMGA003450HT"	7.40419326505	6.73563995926	7.45346470437	7.41917286541	10.0128831466	6.63537073372	9.0526197308	8.48082485458	7.4908050069	7.48835726719	"200905CS340140160000A"	"CSN1S1"
"001112BMUA004669HT"	7.40419326505	6.73563995926	7.45346470437	7.41917286541	9.46138340479	6.63537073372	9.0526197308	8.37887021157	7.4908050069	7.48835726719	"200905CS340140160000A"	"CSN1S1"
"001117BMUA004949HT"	8.66590591629	12.3556931244	8.66958452869	8.64111717522	11.3083390301	8.36097007294	10.0526197308	12.0428609585	8.70067938839	8.70895640671	"200905CS3401401600015"	"CSN1S1"
"990923BMGA002778HT"	7.40419326505	6.73563995926	7.45346470437	7.41917286541	10.1488608161	6.63537073372	10.6935386375	8.37887021157	7.4908050069	7.48835726719	"200905CS340140160000A"	"CSN1S1"
"990924BMGA003195HT"	7.40419326505	6.73563995926	7.45346470437	7.41917286541	14.4052005694	6.63537073372	10.5317875675	10.9669121052	7.4908050069	7.48835726719	"200905CS34014016FFFF0"	"CSN1S1"
"990927BMGA004515HT"	7.40419326505	6.73563995926	7.45346470437	7.41917286541	11.7171445757	6.63537073372	7.95963284308	10.4321353617	7.4908050069	7.48835726719	"200905CS340140160000A"	"CSN1S1"
"001031BMUA003042HT"	7.40419326505	6.73563995926	7.45346470437	7.41917286541	14.4052005694	6.63537073372	12.1838642641	8.37887021157	7.4908050069	7.48835726719	"200905CS340140160000A"	"CSN1S1"
